Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,Crop
13,75,20,30.55992394,35.29006485,6.979540061,178.8998611,PigeonPeas
27,71,24,31.46417866,48.17631461,7.064973419,165.405354,PigeonPeas
26,64,22,25.95058595,40.58227261,5.16516459,109.1821183,PigeonPeas
23,55,16,21.01142393,69.69141302,5.111488821,185.2039114,PigeonPeas
4,69,19,19.25100056,47.70351758,5.374358869,149.063196,PigeonPeas
20,67,19,19.24462755,50.54495302,5.671419084,180.6465282,PigeonPeas
7,74,17,22.47253208,62.56532471,5.667419697,96.74706956,PigeonPeas
17,64,18,36.75087487,58.25799145,6.07938452,124.6028153,PigeonPeas
35,71,17,29.89286629,66.35375127,6.931924963,198.1403003,PigeonPeas
11,72,22,29.37735586,44.82294584,6.842744374,172.40168,PigeonPeas
20,60,22,29.65052947,42.89833235,6.876572503,186.9226052,PigeonPeas
10,71,18,19.54284889,66.34777265,6.151029296,173.1106982,PigeonPeas
33,61,24,20.04611791,48.93905624,4.567446499,122.4564203,PigeonPeas
91,94,46,29.36792366,76.24900101,6.149934034,92.82840911,Banana
105,95,50,27.33368994,83.67675197,5.849076099,101.0494791,Banana
108,92,53,27.40053601,82.96221306,6.276800323,104.9378,Banana
86,76,54,29.3159075,80.11585705,5.926824754,90.10978128,Banana
80,77,49,26.05433004,79.39654531,5.519088423,113.2297373,Banana
93,94,53,25.86632408,84.42379269,6.079178788,114.5357503,Banana
90,92,55,27.00932084,80.18546798,6.13465588,97.32531705,Banana
108,89,53,29.55054817,78.06762846,5.808497604,99.34482238,Banana
108,88,55,26.28845991,83.390039,5.891458107,113.8729798,Banana
105,77,52,29.16226551,76.16151562,5.816622479,100.0075679,Banana
118,88,52,28.65003945,82.68752542,5.843163161,98.75084366,Banana
101,87,54,29.07311132,76.50045221,6.376756633,100.1692639,Banana
95,75,50,28.08166093,75.26429821,5.623615687,118.2761894,Banana
106,85,53,27.1994597,78.8086068,5.91505509,99.72430835,Banana
86,95,49,28.05484146,78.04602887,6.458714879,108.3957179,Banana
83,79,55,25.14748006,83.34688193,5.565028635,98.66679427,Banana
85,95,47,25.94019018,78.3422098,6.211833161,119.84797,Banana
109,79,45,27.66752761,79.68542782,6.490074429,108.66464,Banana
100,76,45,25.56703012,75.94067692,5.590236025,102.7867717,Banana
117,86,48,28.6956201,82.54195839,6.225225239,116.1616839,Banana
114,94,53,26.33544853,76.8532006,6.190757459,118.6858263,Banana
110,78,50,25.93730186,78.89864446,5.915568968,98.21747528,Banana
94,70,48,25.13686519,84.88394407,6.195152442,91.46442491,Banana
80,71,47,27.50527651,80.79783998,6.156373499,105.0776992,Banana
114,79,51,26.21009246,82.34429458,6.313197204,112.0700033,Banana
88,78,45,29.10403455,79.19588629,6.324270089,92.07835761,Banana
112,73,48,29.2440638,77.32017166,5.707488987,90.66727868,Banana
117,76,47,25.56202173,77.38229006,6.119216009,93.10247183,Banana
111,87,48,26.3985515,81.36028902,5.571401169,98.16752001,Banana
89,83,47,28.09577643,77.79586769,5.63127166,109.5408614,Banana
93,91,47,27.84767901,83.31110751,6.101241579,117.2878912,Banana
92,81,52,27.39341554,81.4654833,6.438137279,94.31102057,Banana
105,74,45,25.14517635,81.38204104,6.098369122,119.218154,Banana
102,71,48,28.65456263,79.28693687,5.695267822,102.4633775,Banana
94,91,51,29.16093424,76.67484233,5.618094446,109.575944,Banana
116,71,47,27.57278064,82.0638878,6.435785799,91.34276507,Banana
117,79,49,25.40909896,82.36208097,6.176644228,112.9794804,Banana
119,72,55,25.99069521,83.33983116,6.220643671,112.0777152,Banana
99,73,53,26.29039046,81.06003778,5.871702211,118.6730366,Banana
91,84,52,29.14827211,78.71024836,6.390741836,117.536781,Banana
80,90,47,26.59743595,79.35898915,6.21084479,107.3944717,Banana
101,70,48,25.36059237,75.03193255,6.012696655,116.5531455,Banana
108,89,53,29.12036889,80.18080728,5.908770059,112.3982055,Banana
100,80,52,27.53911354,77.25629897,6.049801781,110.3262123,Banana
109,91,53,29.66727337,83.51014178,6.010095853,110.2511102,Banana
82,78,46,25.05802193,84.97323747,5.738678895,110.4408803,Banana
106,70,55,25.86824781,78.52399914,5.74055541,116.3019555,Banana
90,86,52,25.85036988,81.95580471,5.793260262,119.0856171,Banana
83,95,50,26.51682337,77.79913575,5.50947065,108.8547508,Banana
119,90,48,28.66725136,79.59242542,5.986442306,118.2583441,Banana
107,72,45,28.14938935,81.54448882,5.790768046,91.40508414,Banana
116,81,55,26.42313317,83.6995044,5.915546415,95.12322062,Banana
101,75,50,26.59386409,81.40740301,6.242528278,109.9825551,Banana
93,81,50,27.71822477,76.57853189,6.036079266,102.2099836,Banana
95,75,45,28.98333432,82.95958244,5.829898502,109.022564,Banana
107,71,55,29.42017919,83.96754496,6.088064451,117.229079,Banana
83,94,47,27.39872329,81.10523402,6.469370954,112.1355384,Banana
102,73,54,26.4020227,84.41007614,5.720726906,111.0162259,Banana
86,79,45,27.81251452,82.69285419,5.80766417,99.20961514,Banana
117,86,53,25.19640218,83.55829874,5.703381728,115.8586081,Banana
111,79,53,28.31193338,75.77363772,6.165001278,119.695765,Banana
95,74,50,25.90113128,80.47152737,6.002481605,110.10323,Banana
91,75,55,27.48612983,76.11239849,6.212369363,109.2768851,Banana
93,83,46,29.38254012,83.50423735,5.765308943,109.2486647,Banana
92,85,51,29.22118628,81.08183635,5.740764682,108.8616474,Banana
104,80,54,27.09062164,81.33506906,5.879119455,110.1331182,Banana
103,72,51,26.12643374,81.81365007,6.099478745,104.4812858,Banana
92,75,45,29.01207743,77.95192527,5.674403359,90.43495443,Banana
93,85,49,27.96799119,79.28625709,5.694243847,119.4765557,Banana
120,87,52,28.0764455,76.05522115,5.905494703,118.9923573,Banana
108,72,46,25.16278237,84.97849241,6.110844721,90.94554618,Banana
105,88,54,25.78749808,84.51194224,6.020445317,114.2005455,Banana
98,79,50,25.34119774,84.47321314,6.435917308,91.06493353,Banana
111,88,55,29.44795403,78.34971537,5.505393833,96.45042585,Banana
97,74,45,26.47522633,78.51833782,5.677719902,113.1161095,Banana
95,82,48,27.39489579,83.31172003,5.719014989,92.78133617,Banana
89,91,55,25.08347445,80.261731,6.275572298,94.32961456,Banana
89,85,55,26.6719835,76.48541655,6.275384607,91.73358569,Banana
118,88,51,25.44926208,79.49221962,6.201911642,100.6619171,Banana
101,92,45,28.22776705,80.6430384,5.758054257,98.00403016,Banana
99,92,47,28.1279509,77.48247073,6.323933647,103.5045395,Banana
82,77,46,28.9470467,82.1888998,5.901100841,95.83016448,Banana
90,86,55,27.96236771,84.15403614,5.644486582,97.55986676,Banana
95,88,52,28.00316034,78.90085998,6.235461772,94.68180316,Banana
104,73,46,29.1400919,80.1190228,6.28236237,90.45142867,Banana
102,73,52,27.9122104,83.36307683,6.356090905,90.24211529,Banana
100,74,52,25.43480512,81.53977797,5.837258235,96.47800391,Banana
94,89,48,28.55980972,84.51602322,5.653437902,111.0843029,Banana
99,70,46,26.59580783,82.99556744,5.727469947,100.5123341,Banana
112,87,48,27.19711623,77.3970629,6.200111068,99.46950465,Banana
117,82,45,25.29391516,79.29122198,5.614471478,105.4220251,Banana
96,86,51,29.90888522,76.98740841,6.257369799,91.99964712,Banana
113,85,45,27.94972463,76.63713353,6.037430836,109.0921631,Banana
105,93,46,25.01018457,78.76260938,5.760457558,108.3690513,Banana
85,89,51,29.21144871,84.70189923,6.158164422,108.5501443,Banana
108,94,47,27.35911627,84.54625006,6.387431383,90.81250457,Banana
92,81,52,28.0106804,76.52808057,5.891413895,103.7040783,Banana
110,71,54,28.67208915,82.20793613,5.725418961,94.37987496,Banana
82,75,55,27.34585147,78.4873835,6.281069505,92.15524332,Banana
117,81,53,29.50704598,78.20585613,5.507641778,98.12565829,Banana
2,40,27,29.73770045,47.54885174,5.954626604,90.09586854,Mango
39,24,31,33.55695561,53.72979826,4.757114897,98.67527561,Mango
21,26,27,27.00315545,47.67525434,5.699586972,95.85118326,Mango
25,22,25,33.56150184,45.53556603,5.977413803,95.70525913,Mango
0,21,32,35.89855625,54.25964196,6.430139436,92.19721736,Mango
20,19,35,34.17719782,50.62161586,6.113935087,98.00687989,Mango
19,21,34,30.01592643,53.19212381,5.074272692,97.72843182,Mango
18,17,31,31.74592134,45.16127859,5.667507706,93.75441586,Mango
11,36,33,35.99009679,52.22780489,5.978634285,95.3713484,Mango
30,28,30,31.86641378,52.19331595,5.064613314,98.46768642,Mango
18,19,27,27.75518664,52.34605806,4.772385986,94.11213345,Mango
23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,Mango
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,Mango
11,27,30,27.69637763,48.5622488,6.39474303,89.85646496,Mango
12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,Mango
3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,Mango
37,38,32,31.85744939,45.53106268,5.417340525,91.55845821,Mango
26,37,30,35.39986338,49.45962621,6.166173834,97.41054011,Mango
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,Mango
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,Mango
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,Mango
36,25,33,27.98392787,53.33018851,5.548584852,99.61465679,Mango
30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,Mango
28,37,28,32.13409675,50.52559148,6.097869767,98.63333684,Mango
38,15,30,28.91862016,48.13974548,5.075504537,97.01331604,Mango
12,37,30,31.09779147,47.41196659,4.546466109,90.28624348,Mango
38,19,31,34.73823882,49.08864345,5.855119268,90.65022183,Mango
8,33,29,29.98080499,49.48613279,6.442393461,91.82271568,Mango
15,27,28,33.80398664,46.12866113,4.507523551,90.82549241,Mango
34,16,25,30.07202564,50.96040505,6.10729559,92.09609766,Mango
11,36,31,27.92063282,51.77965917,6.47544932,100.2585673,Mango
33,29,34,31.40948821,49.21729127,6.832979509,92.99739415,Mango
12,31,26,35.7877738,51.94190321,5.395275719,100.2160615,Mango
12,34,28,33.36140093,45.02236377,6.13526938,98.81596545,Mango
5,16,31,35.96054636,48.69677802,4.555688532,98.00644238,Mango
1,30,29,28.33333307,51.39586505,6.434197756,91.67241761,Mango
16,35,31,32.27652024,50.19368841,5.316875978,95.99487068,Mango
35,18,26,31.99490489,50.84881347,5.279388967,97.38741498,Mango
4,40,26,27.58258929,48.56916221,6.720041791,95.8445641,Mango
9,29,34,29.38471637,45.88744691,5.72742254,100.8124659,Mango
2,38,33,32.38697531,53.2328243,4.691396195,90.21633216,Mango
26,32,32,30.91471455,49.92963856,6.810186079,90.14047759,Mango
34,38,31,35.37775595,45.58110023,6.454045329,97.41586402,Mango
5,32,33,32.32362177,52.5896771,5.842763773,93.36718816,Mango
31,29,26,28.22373428,47.40519056,5.024124684,97.76832322,Mango
34,34,35,27.27433181,47.16808054,6.422710539,95.257992,Mango
36,19,32,27.10710832,50.70880979,4.94295037,92.37238878,Mango
7,17,26,34.89226666,48.75613373,6.414526606,91.63074547,Mango
38,15,27,33.7462686,48.50387598,6.777788126,92.26439205,Mango
5,19,25,27.3511056,54.43945147,6.441328044,96.27792547,Mango
37,36,26,32.89300162,52.61323969,4.650536197,94.49161372,Mango
21,31,32,35.38598705,51.42664176,5.254532213,90.29643888,Mango
37,36,27,27.5529736,47.90859131,5.910634533,90.40332704,Mango
23,23,30,32.82141065,47.45553843,4.755273631,90.89173106,Mango
36,26,26,30.17294105,51.0845903,6.814630246,95.23444287,Mango
24,33,35,29.26382931,54.82257868,5.342866119,100.7586226,Mango
26,18,30,32.06097197,51.08494181,6.336234624,96.59816497,Mango
22,17,26,28.69818144,47.71875722,4.754435025,99.642454,Mango
11,34,32,29.14305008,49.40983294,6.831706773,97.55155537,Mango
29,35,28,28.3471611,53.53903102,6.967417766,90.40260445,Mango
22,28,26,27.67256197,45.41692012,4.947683034,92.84991507,Mango
23,24,32,28.1218093,46.16888595,5.630619901,93.30247448,Mango
1,35,34,30.79375683,46.69536813,6.27339822,92.21318555,Mango
2,24,34,28.89409382,54.80750249,6.472774648,94.76322976,Mango
39,37,25,33.33024826,45.61143594,6.953246506,98.28583013,Mango
15,36,27,27.78912455,53.96886679,5.643710216,91.01152997,Mango
3,18,31,31.65333432,48.20662669,6.392313973,91.09745581,Mango
8,38,32,29.75150773,46.73723302,4.981816523,91.405983,Mango
33,31,34,31.32995611,50.22287593,5.421265283,89.78216168,Mango
14,29,32,35.63627319,48.97047762,6.942520105,97.51952041,Mango
18,20,26,31.66524687,51.98594645,5.435840509,89.98024312,Mango
9,21,32,32.26935342,53.56092806,5.870116071,95.94035356,Mango
20,30,27,27.81005614,51.59445462,4.74910393,95.89898581,Mango
9,38,25,34.58561471,50.34035336,5.497946899,100.3060719,Mango
26,24,34,31.27180992,52.23810152,6.811291098,89.74409017,Mango
31,36,29,33.93679864,52.72170281,6.460542749,97.4611918,Mango
14,18,35,31.09154239,47.02058367,4.791146778,91.46664318,Mango
40,16,35,31.89356292,49.02450149,6.4841522,89.59371481,Mango
28,27,34,32.45465292,50.69693751,6.526654345,95.04871605,Mango
0,17,30,35.47478322,47.97230503,6.279133738,97.79072474,Mango
1,29,29,27.32961444,49.30347234,6.052026047,93.53197359,Mango
2,36,31,30.90225239,49.95955487,5.73171945,91.77522598,Mango
12,27,26,29.09382275,45.5661059,5.32307197,96.23520043,Mango
7,28,35,30.02086169,46.78393776,4.66910839,96.63721027,Mango
0,36,26,34.13072188,51.25786185,5.101206389,96.38808001,Mango
26,35,31,33.44619894,53.05980465,5.339556562,98.05089394,Mango
27,21,30,35.3915464,52.48823147,5.061081874,91.22881052,Mango
22,38,31,31.53356352,53.06009323,5.821106036,98.57025046,Mango
22,18,31,30.7645515,47.93791463,5.956027059,90.38503469,Mango
28,23,28,30.01821337,50.0983181,5.676032581,96.08745082,Mango
7,31,27,31.32863689,47.59319575,6.524114355,94.67344737,Mango
29,34,26,33.88004781,54.39416048,6.273953676,89.29147581,Mango
8,37,33,28.07802689,54.9640534,6.128167757,97.45373619,Mango
39,16,27,35.53845018,52.94641947,4.934964765,91.54560427,Mango
40,24,25,28.70595247,50.44030129,5.445008416,95.8946444,Mango
19,38,26,31.48451729,48.77926304,4.525722333,93.17221967,Mango
21,21,30,27.69819273,51.41593238,5.403908328,100.7720705,Mango
22,18,33,30.41235793,52.48100602,6.621623545,93.92375879,Mango
31,20,30,32.17752026,54.01352682,6.207495815,91.88766069,Mango
18,26,31,32.6112614,47.74916499,5.418475257,91.10190759,Mango
24,130,195,29.99677232,81.54156612,6.112305667,67.12534492,Grapes
13,144,204,30.7280404,82.42614055,6.092241627,68.38135469,Grapes
22,123,205,32.44577836,83.88504863,5.896343436,68.73932528,Grapes
36,125,196,37.46566825,80.65968681,6.15526103,66.83872293,Grapes
24,131,196,22.03296178,83.74372787,5.732453638,65.34440794,Grapes
2,123,198,39.64851881,82.21079946,6.253034534,70.39906054,Grapes
35,140,197,16.77557314,82.75241875,6.106190557,66.76285469,Grapes
11,122,195,12.14190714,83.56812483,5.647202395,69.63122027,Grapes
6,123,203,12.7567962,81.62497448,6.130310493,66.77844567,Grapes
17,134,204,39.04071989,80.18393287,6.499604931,73.88467027,Grapes
25,130,197,39.70772192,82.68593454,5.554831977,74.91506217,Grapes
27,145,205,9.467960445,82.29335466,5.800242694,66.02765219,Grapes
9,122,201,29.58748357,80.91934392,5.570290539,68.06417307,Grapes
16,139,203,17.82803682,80.96093443,6.27564088,65.84748763,Grapes
32,141,204,8.825674745,82.89753705,5.536645599,67.235765,Grapes
22,138,195,27.83487131,83.51444973,6.208196881,73.02882766,Grapes
31,144,202,11.02105378,80.55557235,5.870600622,68.23963161,Grapes
3,136,205,17.5862944,80.84806564,6.334771461,71.4065452,Grapes
28,122,197,19.89363946,82.73366439,5.856575335,69.66256816,Grapes
4,136,204,29.93707596,81.77713468,5.898944282,65.52279323,Grapes
39,145,201,36.73126647,80.58931938,5.775600435,72.24230804,Grapes
38,132,197,20.42094753,81.54185044,5.931101816,66.93065667,Grapes
36,133,198,25.51939719,83.98351748,6.2286454,69.17281221,Grapes
25,121,201,30.50734778,82.71775569,5.594240603,70.08200379,Grapes
15,125,199,18.4269936,80.55625868,5.569230319,69.75734306,Grapes
24,140,205,12.087022,83.59398734,5.93202852,68.66813363,Grapes
13,132,203,23.60115364,82.48336987,6.423216506,73.23901752,Grapes
5,126,197,12.80000387,81.20876367,6.417500829,67.10439401,Grapes
30,120,200,38.06099482,82.24729637,6.234904253,65.70148216,Grapes
23,142,197,39.06555518,82.03812973,6.000573725,69.30772897,Grapes
26,135,203,33.78372897,81.16314317,5.685102769,74.53557341,Grapes
7,126,203,16.76201707,82.00335557,5.662140095,73.28712806,Grapes
32,139,198,35.89307536,82.66850729,6.358186848,66.53946559,Grapes
9,141,202,21.01245395,81.17931863,6.119495295,66.38448261,Grapes
20,142,196,10.89875873,80.01639435,6.207600783,68.69420397,Grapes
32,129,201,16.36251869,83.00471609,6.48754639,71.55665483,Grapes
3,134,199,20.28370163,81.32235739,5.81717753,71.06611222,Grapes
38,138,204,25.11108456,83.25447587,6.325480034,73.01026829,Grapes
14,131,198,33.4641162,83.86742974,5.562790949,67.92204319,Grapes
20,122,204,11.7976469,80.86325389,6.487369687,65.06962486,Grapes
40,126,201,11.36300891,80.03100049,6.116982944,71.18289431,Grapes
36,128,204,25.23542319,80.68700527,5.695792761,67.03840888,Grapes
11,132,197,15.99050693,81.23966573,5.734317007,74.40198861,Grapes
0,137,195,22.4359017,80.18612085,6.329499832,65.3973168,Grapes
19,123,200,34.76086052,81.03544763,6.167013532,65.70430027,Grapes
31,136,197,31.11047251,83.34010951,5.653776058,71.43001582,Grapes
4,134,200,28.57828803,80.95628959,5.840256272,73.34232097,Grapes
39,139,201,41.18664903,81.01783402,5.539980812,68.68895899,Grapes
8,127,196,27.02766138,83.17093908,5.833302165,70.95666003,Grapes
39,138,203,21.19339319,82.33098331,6.399433771,74.62834921,Grapes
32,120,204,10.38004759,83.44518113,6.138958698,67.3917379,Grapes
12,142,203,31.3115978,82.56407013,5.972850838,65.01095312,Grapes
8,133,195,20.46657776,80.97598029,6.456079585,71.29813872,Grapes
8,139,199,29.36947679,81.53996362,6.336426667,66.13442813,Grapes
21,134,202,10.72302459,80.02130636,6.425419926,65.2982112,Grapes
40,140,195,14.97846952,80.49979873,6.294395676,71.63437433,Grapes
39,127,202,15.3246651,81.67215994,6.477768039,71.60102999,Grapes
19,120,195,18.73932187,81.12109244,5.931538447,73.55807954,Grapes
21,139,201,19.3642553,83.36094029,5.980598579,67.15094741,Grapes
17,136,195,41.20733624,81.61051026,6.389783283,65.90227462,Grapes
33,139,203,33.34214482,82.51034633,5.693287415,70.68098614,Grapes
22,133,201,23.81995682,80.12211649,6.00299607,67.2739864,Grapes
32,130,196,40.66012294,81.24995984,6.372959542,74.03030056,Grapes
37,135,205,11.82768186,80.2827185,5.510924849,74.10225057,Grapes
15,140,195,13.28504331,83.54193816,5.69945282,65.80006004,Grapes
39,132,196,35.83089092,83.32560104,5.778594403,73.67984885,Grapes
40,121,199,26.18159716,81.03886263,6.315586313,66.05911698,Grapes
40,132,202,24.57558351,80.70695797,5.971813006,69.706113,Grapes
29,142,203,29.67229086,83.71498986,5.891195653,66.48490371,Grapes
32,121,199,39.37102553,81.25353895,6.129812716,74.08101744,Grapes
6,140,205,17.66558428,82.92903419,6.313085601,69.8671263,Grapes
8,120,196,24.06679352,82.66396666,6.053662544,69.81855775,Grapes
34,133,202,15.31413469,80.09711412,5.804799142,74.82144653,Grapes
35,135,199,21.77466746,80.54942557,6.400719746,69.39630398,Grapes
16,145,199,26.91624843,80.76838926,5.953966361,69.30927185,Grapes
8,136,201,41.65602996,82.22118237,5.609255992,74.19664838,Grapes
25,129,195,17.98667801,81.17712085,5.777271492,72.37127689,Grapes
16,130,201,29.12033769,82.79092939,5.682395429,68.8503047,Grapes
39,129,203,34.38922481,83.18392806,5.863996687,71.03001556,Grapes
38,135,203,41.36106301,82.79782954,6.444373116,69.92107482,Grapes
33,120,205,35.12158265,82.26890793,5.550832178,69.71518491,Grapes
35,125,204,19.6491772,80.15215777,6.107741788,73.69529586,Grapes
1,132,200,16.27852801,82.94270065,5.620745638,66.57462809,Grapes
39,140,203,21.11903604,80.63399198,6.349875906,69.27779761,Grapes
28,145,202,19.2077707,82.9042841,6.484323189,66.83113717,Grapes
6,128,200,25.96308415,82.57813624,5.838748311,70.31782647,Grapes
6,139,199,25.67385024,81.6212135,6.29099842,74.10919422,Grapes
29,122,196,41.94865736,81.15595212,5.638328481,73.06862952,Grapes
37,144,197,11.18994268,80.8084305,6.415555956,66.34234944,Grapes
38,120,197,17.5438296,82.94703302,6.323722572,73.77063744,Grapes
38,141,198,13.05809741,80.28297993,5.757009965,70.75633584,Grapes
14,121,203,9.724457611,83.74765639,6.158689406,74.46411148,Grapes
6,125,204,27.92004934,82.93262435,5.733539807,69.92092839,Grapes
32,138,197,9.535585543,80.73112694,5.908724337,69.44115171,Grapes
11,124,204,13.42988625,80.06633966,6.361141107,71.40043037,Grapes
23,138,200,9.851242629,80.22631717,5.96537863,68.42802444,Grapes
40,143,201,24.97256132,82.72828653,6.476757723,66.70016285,Grapes
6,142,202,27.23708304,82.94573346,6.224542938,70.42508897,Grapes
37,124,195,18.70679077,83.4795292,6.209928251,66.5964488,Grapes
35,134,204,9.949929082,82.55138983,5.841138354,66.00817551,Grapes
119,25,51,26.47330219,80.92254421,6.283818329,53.65742581,Watermelon
119,19,55,25.18780042,83.44621709,6.818261383,46.87420883,Watermelon
105,30,50,25.29954705,81.77527562,6.37620108,57.04147057,Watermelon
114,8,50,24.74631269,88.30866319,6.581587932,57.95826144,Watermelon
93,22,52,26.58740671,81.32563243,6.932739726,41.87540028,Watermelon
80,26,55,24.53442564,88.989272,6.140099215,49.11618732,Watermelon
85,27,45,26.0713757,88.7285657,6.467095849,57.79652846,Watermelon
85,22,53,25.96534238,89.77076659,6.849471704,59.46338556,Watermelon
82,22,45,26.22338015,85.34866045,6.512196212,54.60159289,Watermelon
118,13,54,24.41311871,89.81574032,6.039584629,44.07843475,Watermelon
83,25,53,26.49195283,80.04678201,6.057697106,57.72799157,Watermelon
86,15,47,24.04355803,84.18406764,6.423898762,53.78929956,Watermelon
101,10,47,25.5421695,83.31883376,6.936997681,57.57343233,Watermelon
119,9,50,26.74550678,83.9195902,6.251286661,40.794305,Watermelon
104,17,46,25.7131428,80.22972777,6.190015912,43.08961827,Watermelon
95,12,51,25.76484262,84.1726996,6.681606702,44.22066914,Watermelon
102,14,52,26.79489868,89.64815231,6.51075991,57.74091817,Watermelon
109,21,55,24.9004602,89.73524177,6.770278088,57.44942094,Watermelon
81,18,50,26.80750629,88.22874955,6.429788073,58.79889057,Watermelon
103,17,51,25.11189154,80.02621335,6.209888345,44.20656987,Watermelon
105,14,50,26.2148837,87.6883982,6.419052193,59.65590798,Watermelon
97,8,52,24.9103226,86.97190046,6.237861736,49.48575692,Watermelon
120,19,49,25.79448878,84.26830701,6.762471629,56.45229202,Watermelon
95,16,55,25.26931156,87.55055105,6.612847999,40.12650421,Watermelon
83,29,52,25.76402693,87.5931128,6.704688865,46.05122728,Watermelon
83,9,45,25.85483596,89.13163965,6.049609892,46.85176955,Watermelon
91,21,50,24.33528185,81.44030363,6.762030215,48.32113628,Watermelon
116,5,54,25.37601283,80.99313508,6.65398725,57.23028471,Watermelon
112,28,54,24.86094646,85.05318563,6.738030547,55.29563514,Watermelon
88,29,51,24.71885473,88.94568335,6.095689937,48.45978627,Watermelon
118,15,45,24.21495706,84.20576992,6.538006356,48.01138482,Watermelon
92,21,48,25.81692236,82.043255,6.377427122,54.82963379,Watermelon
106,14,45,24.47018505,84.16390229,6.417011754,57.26773002,Watermelon
99,5,47,24.13078816,84.84494575,6.649086972,51.19470197,Watermelon
98,8,51,26.1793464,86.52258079,6.25933595,49.43050977,Watermelon
108,22,46,26.17668721,86.7295205,6.121168559,53.33484977,Watermelon
119,7,55,26.03867719,84.6378378,6.031424482,44.3993381,Watermelon
117,27,48,26.53259325,82.39053979,6.835268184,54.30660782,Watermelon
109,10,53,26.81938687,87.8274604,6.551750306,46.06193778,Watermelon
80,16,46,25.50405534,81.40297428,6.940236218,48.47833278,Watermelon
100,18,52,26.20234499,80.38266489,6.87606733,56.47941847,Watermelon
91,7,53,25.13735887,89.28272716,6.457216535,43.52897517,Watermelon
86,6,53,25.92030221,83.47202566,6.921847888,42.10681516,Watermelon
107,5,52,26.6634609,89.98405233,6.881425746,57.40847165,Watermelon
103,16,49,24.06731461,81.64075303,6.915717008,51.75212401,Watermelon
101,20,48,24.6774157,82.75411437,6.206247494,57.05709413,Watermelon
85,25,47,26.11440416,87.64081095,6.29542477,58.48160844,Watermelon
84,7,51,26.81530456,87.65694462,6.399669044,55.74073582,Watermelon
102,28,54,25.15623099,80.27525115,6.862157042,55.49541453,Watermelon
98,25,52,25.2801372,83.15393658,6.224066378,49.29456609,Watermelon
97,25,50,26.22005978,80.90127035,6.093814669,49.08553937,Watermelon
90,16,45,24.92093261,80.61750795,6.291540278,50.55710813,Watermelon
95,12,46,26.21667586,81.01009354,6.32281728,54.65423596,Watermelon
82,23,49,26.81383586,87.21986949,6.873283991,51.70497792,Watermelon
82,25,51,24.31334971,87.47409052,6.074209622,48.11248366,Watermelon
110,28,46,24.29105004,88.04541346,6.49889585,51.26046418,Watermelon
118,21,51,24.42998931,86.33904774,6.678805092,48.58241822,Watermelon
120,20,45,25.66576039,88.6984228,6.114128685,54.22722466,Watermelon
91,7,52,25.07803672,83.46230461,6.405054243,56.39962921,Watermelon
81,6,55,24.88910524,85.87059083,6.110142735,51.70699144,Watermelon
101,13,54,25.42900869,82.91481799,6.828982708,56.34144589,Watermelon
101,17,55,24.37118217,87.1269128,6.451499764,44.63907691,Watermelon
111,6,53,26.4930645,88.59143088,6.313512999,46.06382209,Watermelon
107,10,49,25.83202912,89.00481725,6.755192025,45.24690619,Watermelon
115,11,46,24.41592661,89.39655519,6.623167177,40.32161859,Watermelon
84,25,52,24.37190239,81.2514818,6.12532356,44.20899581,Watermelon
120,7,47,24.24782473,83.03687902,6.653867608,54.7657624,Watermelon
91,12,46,24.64458469,85.49938185,6.343942518,48.31219031,Watermelon
89,22,52,24.89681131,86.10782926,6.217300786,53.14626213,Watermelon
113,19,46,25.41864024,81.12122989,6.286387658,49.52320689,Watermelon
97,22,50,26.26028739,86.14585891,6.7698938,58.97878791,Watermelon
117,30,50,24.90123934,87.20772913,6.744966312,46.59207341,Watermelon
90,14,52,24.84740848,89.20454622,6.391858432,59.67927244,Watermelon
104,23,47,26.98212846,86.70068316,6.770434148,42.91292205,Watermelon
81,16,45,26.90435747,86.25426228,6.727468157,59.75980023,Watermelon
88,5,47,25.86475496,86.67468041,6.662244646,41.16554802,Watermelon
92,7,45,26.70607759,81.14149505,6.944640222,51.51033554,Watermelon
81,18,50,26.44019475,80.91934337,6.507110986,47.81847573,Watermelon
111,5,55,26.283443,84.42478917,6.520663422,50.78669728,Watermelon
108,23,51,26.84366082,83.85039964,6.106500787,40.228644,Watermelon
113,30,50,26.03967219,83.9862443,6.277484043,43.87712348,Watermelon
83,10,53,24.92994759,85.00802358,6.195142279,48.75859458,Watermelon
101,11,51,25.50736962,84.24340241,6.792035575,44.2068997,Watermelon
114,21,55,25.4438391,87.9392312,6.472756256,57.51549686,Watermelon
99,6,45,26.12588914,86.5507939,6.000975617,40.71210074,Watermelon
92,20,55,25.10474753,87.5267616,6.587791262,59.26519444,Watermelon
92,7,48,26.27520631,86.63249555,6.956508826,54.38748495,Watermelon
91,24,55,26.27061608,83.09194521,6.259086583,46.76837499,Watermelon
